,Produktname,Line,Charge,Uhrzeit,L,a,b,YI,Beginn,Ende,current_time
662,BP 110/02 (717221),ZSK 70.8,23010091,18:14,72.23,5.44,23.5,54.16,25.01.2023 10:45:00,26.01.2023 15:45:00,2023-01-25 18:14:00
663,BP 110/02 (717221),ZSK 70.5,23010092,11:00,71.69,5.6,25.84,58.63,25.01.2023 10:45:00,26.01.2023 15:45:00,2023-01-25 11:00:00
664,BP 110/02 (717221),ZSK 70.9,99230076,13:58,77.57,3.31,22.59,47.97,25.01.2023 10:45:00,26.01.2023 15:45:00,2023-01-25 13:58:00
665,BP 110/02 (717221),ZSK 70.5,23010092,14:13,71.96,5.69,25.98,58.8,26.01.2023 15:45:00,27.01.2023 20:30:00,2023-01-27 14:13:00
666,BP 110/02 (717231),ZSK 70.8,23010092,18:00,73.59,4.88,22.99,52.04,26.01.2023 15:45:00,27.01.2023 20:30:00,2023-01-26 18:00:00
667,BP 110/02 (717231),ZSK 70.5,23010092,18:00,73.07,4.96,24.43,54.85,27.01.2023 20:30:00,28.01.2023 04:00:00,2023-01-28 18:00:00
668,BP 110/02 (717231),ZSK 70.5,23010160,6:00,73.66,4.78,24.57,54.62,27.01.2023 20:30:00,28.01.2023 04:00:00,2023-01-28 06:00:00
669,BP 110/02 (717231),ZSK 70.8,23010160,12:00,74.28,3.94,21.25,47.73,27.01.2023 20:30:00,28.01.2023 04:00:00,2023-01-28 12:00:00
670,BP 110/02 (717231),ZSK 70.8,23010160,13:10,74.24,4.08,21.97,49.17,27.01.2023 20:30:00,28.01.2023 04:00:00,2023-01-28 13:10:00
671,BP 110/02 (717221),ZSK 70.5,23010161,6:00,73.81,4.87,24.76,54.94,31.01.2023 06:20:00,31.01.2023 23:59:00,2023-01-31 06:00:00
672,BP 110/02 (717221),ZSK 70.5,23010160,18:33,74.57,4.46,24.24,53.27,31.01.2023 06:20:00,31.01.2023 23:59:00,2023-01-31 18:33:00
673,BP 110/02 (717221),ZSK 70.8,23010160,18:33,75.51,3.91,21.58,47.73,31.01.2023 06:20:00,31.01.2023 23:59:00,2023-01-31 18:33:00
674,BP 110/02 (717221),ZSK 70.8,23010161,6:00,76.13,3.73,21.7,47.47,01.02.2023 08:30:00,02.02.2023 09:30:00,2023-02-02 06:00:00
675,BP 110/02 (717321),ZSK 70.5,23010162,18:35,74.41,4.64,24.09,53.27,01.02.2023 08:30:00,02.02.2023 09:30:00,2023-02-01 18:35:00
676,BP 110/02 (717321),ZSK 70.8,23010162,18:36,76.05,3.9,21.62,47.54,01.02.2023 08:30:00,02.02.2023 09:30:00,2023-02-01 18:36:00
677,BP 110/02 (717231),ZSK 70.8,23010163,9:37,74.9,4.17,21.94,48.88,02.02.2023 08:30:00,03.02.2023 10:15:00,2023-02-02 09:37:00
678,BP 110/02 (717231),ZSK 70.5,23010163,9:38,73.61,4.91,24.48,54.61,02.02.2023 08:30:00,03.02.2023 10:15:00,2023-02-02 09:38:00
679,BP 110/02 (717221),ZSK 70.8,23010164,6:22,76.02,3.88,21.4,47.16,02.02.2023 08:30:00,03.02.2023 10:15:00,2023-02-03 06:22:00
680,BP 110/02 (717221),ZSK 70.5,23010164,6:21,74.3,4.42,24.01,52.98,03.02.2023 10:15:00,04.02.2023 04:00:00,2023-02-04 06:21:00
681,BP 110/02 (717221),ZSK 70.5,23010163,18:00,74.16,4.62,24.9,54.76,03.02.2023 10:15:00,04.02.2023 04:00:00,2023-02-03 18:00:00
682,BP 110/02 (717221),ZSK 70.8,23010163,18:00,75.64,3.95,21.82,48.12,06.02.2023 21:40:00,07.02.2023 22:45:00,2023-02-07 18:00:00
683,BP 110/02 (717221),ZSK 70.5,23010166,7:03,71.23,5.83,25.67,58.82,03.02.2023 10:15:00,04.02.2023 04:00:00,2023-02-04 07:03:00
684,BP 110/02 (717221),ZSK 70.8,23010166,9:14,73.41,5.11,23.35,52.96,07.02.2023 22:45:00,08.02.2023 23:30:00,2023-02-08 09:14:00
685,BP 110/02 (717221),ZSK 70.8,23010165,18:00,74.05,4.54,22.54,50.69,07.02.2023 22:45:00,08.02.2023 23:30:00,2023-02-08 18:00:00
686,BP 110/02 (717221),ZSK 70.5,23010168,6:24,70.78,6.05,25.77,59.5,10.02.2023 03:00:00,11.02.2023 03:00:00,2023-02-10 06:24:00
687,BP 110/02 (717221),ZSK 70.8,23010168,6:24,75.03,4.41,22.14,49.4,10.02.2023 03:00:00,11.02.2023 03:00:00,2023-02-10 06:24:00
688,BP 110/02 (717221),ZSK 70.8,23010167,18:00,74.79,4.49,22.84,50.79,10.02.2023 03:00:00,11.02.2023 03:00:00,2023-02-10 18:00:00
689,BP 110/02 (717221),ZSK 70.5,23010169,6:19,70.27,6.28,25.64,59.79,10.02.2023 03:00:00,11.02.2023 03:00:00,2023-02-10 06:19:00
690,BP 110/02 (717221),ZSK 70.8,23010169,6:19,75.79,3.99,21.58,47.68,13.02.2023 12:30:00,14.02.2023 15:15:00,2023-02-14 06:19:00
691,BP 110/02 (717221),ZSK 70.5,23010168,18:00,71.09,5.76,25.33,58.25,13.02.2023 12:30:00,14.02.2023 15:15:00,2023-02-13 18:00:00
692,BP 110/02 (717221),ZSK 70.8,23010178,18:00,74.44,4.61,22.82,51.06,14.02.2023 15:15:00,15.02.2023 18:30:00,2023-02-14 18:00:00
693,BP 110/02 (717221),ZSK 70.9,23010178,18:00,74.04,5.12,25.32,56.01,14.02.2023 15:15:00,15.02.2023 18:30:00,2023-02-14 18:00:00
694,BP 110/02 (717221),ZSK 70.9,23010178,23:57,74.89,4.74,24.5,53.83,14.02.2023 15:15:00,15.02.2023 18:30:00,2023-02-14 23:57:00
