,Produktname,Line,Charge,Uhrzeit,L,a,b,YI,Beginn,Ende,current_time,Temperatures_Reg02_Sps_Istwert,Temperatures_Reg03_Sps_Istwert,Temperatures_Reg04_Sps_Istwert,Temperatures_Reg05_Sps_Istwert,Temperatures_Reg06_Sps_Istwert,Temperatures_Reg07_Sps_Istwert,Temperatures_Reg08_Sps_Istwert,Temperatures_Reg09_Sps_Istwert,Temperatures_Reg10_Sps_Istwert,Temperatures_Reg11_Sps_Istwert,Temperatures_Reg12_Sps_Istwert,Temperatures_Reg13_Sps_Istwert,Temperatures_Reg14_Sps_Istwert,Temperatures_Reg15_Sps_Istwert,Temperatures_Reg02_Pc_Sollwert,Temperatures_Reg03_Pc_Sollwert,Temperatures_Reg04_Pc_Sollwert,Temperatures_Reg05_Pc_Sollwert,Temperatures_Reg06_Pc_Sollwert,Temperatures_Reg07_Pc_Sollwert,Temperatures_Reg08_Pc_Sollwert,Temperatures_Reg09_Pc_Sollwert,Temperatures_Reg10_Pc_Sollwert,Temperatures_Reg11_Pc_Sollwert,Temperatures_Reg12_Pc_Sollwert,Temperatures_Reg13_Pc_Sollwert,Temperatures_Reg14_Pc_Sollwert,Temperatures_Reg15_Pc_Sollwert,Feeder_DosSum_Sps_Durchsatz_Istwert,Feeder_DosSum_Pc_Durchsatz_Sollwert,Feeder_Dos01_Sps_Durchsatz_Istwert,Feeder_Dos02_Sps_Durchsatz_Istwert,Feeder_Dos03_Sps_Durchsatz_Istwert,Feeder_Dos04_Sps_Durchsatz_Istwert,Feeder_Dos05_Sps_Durchsatz_Istwert,Feeder_Dos06_Sps_Durchsatz_Istwert,Feeder_Dos07_Sps_Durchsatz_Istwert,Feeder_Dos08_Sps_Durchsatz_Istwert,Feeder_Dos01_Pc_Durchsatz_Sollwert,Feeder_Dos02_Pc_Durchsatz_Sollwert,Feeder_Dos03_Pc_Durchsatz_Sollwert,Feeder_Dos04_Pc_Durchsatz_Sollwert,Feeder_Dos05_Pc_Durchsatz_Sollwert,Feeder_Dos06_Pc_Durchsatz_Sollwert,Feeder_Dos07_Pc_Durchsatz_Sollwert,Feeder_Dos08_Pc_Durchsatz_Sollwert,Misc_Hat_Sps_Drehzahl_Istwert,Misc_Hat_Pc_Drehzahl_Sollwert,Misc_Hat_Sps_Drehmoment_Istwert,Temperatures_AE_Materialtemperatur01,Temperatures_AE_Materialtemperatur02,Misc_Mtd01_Sps_Istwert,Feeder_Dos01_Sps_MotorStellwert,Feeder_Dos02_Sps_MotorStellwert,Feeder_Dos03_Sps_MotorStellwert,Feeder_Dos04_Sps_MotorStellwert,Feeder_Dos05_Sps_MotorStellwert,Feeder_Dos06_Sps_MotorStellwert,Feeder_Dos07_Sps_MotorStellwert,Feeder_Dos08_Sps_MotorStellwert,Feeder_Dos01_Sps_Dosierfaktor,Feeder_Dos02_Sps_Dosierfaktor,Feeder_Dos03_Sps_Dosierfaktor,Feeder_Dos04_Sps_Dosierfaktor,Feeder_Dos05_Sps_Dosierfaktor,Feeder_Dos06_Sps_Dosierfaktor,Feeder_Dos07_Sps_Dosierfaktor,Feeder_Dos08_Sps_Dosierfaktor,Feeder_Dos01_Sps_MotorDrehzahl,Feeder_Dos02_Sps_MotorDrehzahl,Feeder_Dos03_Sps_MotorDrehzahl,Feeder_Dos04_Sps_MotorDrehzahl,Feeder_Dos05_Sps_MotorDrehzahl,Feeder_Dos06_Sps_MotorDrehzahl,Feeder_Dos07_Sps_MotorDrehzahl,Feeder_Dos08_Sps_MotorDrehzahl,Feeder_Dos01_Sps_Nettogewicht,Feeder_Dos02_Sps_Nettogewicht,Feeder_Dos03_Sps_Nettogewicht,Feeder_Dos04_Sps_Nettogewicht,Feeder_Dos05_Sps_Nettogewicht,Feeder_Dos06_Sps_Nettogewicht,Feeder_Dos07_Sps_Nettogewicht,Feeder_Dos08_Sps_Nettogewicht
532,BP 110/02 (717221),ZSK 70.8,22010829,6:00,75.07,4.34,22.15,49.33,10.11.2022 11:45:00,11.11.2022 18:20:00,11/11/2022 6:00,179.885507,169.8920288,155.1927532,145.0985507,145.5492755,145.0826087,130.9253614,140.1753624,90.92536241,19.97971005,20.1239132,0,0,0,180,170,155,145,145,145,130,140,90,18,18,0,0,0,1208.294528,1208.176147,721.1748622,0,464.5161781,9.599073258,8.199780658,0,4.799384155,0,721.185791,0,464.3907471,9.599808693,8.199999809,0,4.799904346,0,534.9410347,535,89.66887101,180.8456518,18.5681159,0.534042872,65.15827964,0,62.94071452,13.77083605,13.6664546,0,34.03254191,0,1107.053309,574.2153931,739.5996974,69.74840982,60.03540921,8.568288803,14.13570514,0,1954.326087,0,1887.289855,412.6594203,409.5652174,0,1020.463768,0,52.23579957,-1.779000044,58.14186541,18.42712412,33.74694354,-0.073014495,8.527572863,0
533,BP 110/02 (717221),ZSK 70.8,22010830,18:00,74.99,4.54,22.58,50.31,15.11.2022 03:40:00,16.11.2022 04:20:00,11/15/2022 18:00,179.2014387,169.8517986,155.0474814,145.0604313,145.5748199,145.1064752,131.0410071,140.0460435,90.84748198,20.76330925,20.47769776,0,0,0,180,170,155,145,145,145,130,140,90,18,18,0,0,0,1208.533878,1208.199707,721.1950319,0,464.7315553,9.599234053,8.200784766,0,4.799374567,0,721.2000122,0,464.3999939,9.599845886,8.199999809,0,4.799922943,0,534.9443395,535,89.4743424,180.9705037,19.43884891,0.291589646,69.28526828,0,64.1242642,13.35733782,13.11097299,0,35.65910833,0,1041.290792,574.2153931,724.3480708,71.89471139,62.52249044,8.568288803,13.47869979,0,2078.035971,0,1922.640288,400.2158273,392.7769784,0,1069.258993,0,52.82345595,-1.779000044,59.27313976,17.7394181,33.50673547,0.037035973,8.131885261,0
534,BP 110/02 (717221),ZSK 70.8,22010830,18:27,74.94,4.47,22.72,50.5,15.11.2022 03:40:00,16.11.2022 04:20:00,11/15/2022 18:27,179.1906476,169.8661871,154.9791366,145.0237409,145.5294966,144.984892,130.6776975,139.9597128,90.89712239,21.71654677,21.5546763,0,0,0,180,170,155,145,145,145,130,140,90,18,18,0,0,0,1208.088751,1208.199707,721.2088193,0,464.266559,9.600779396,8.200873272,0,4.801202781,0,721.2000122,0,464.3999939,9.599845886,8.199999809,0,4.799922943,0,534.9348549,535,89.09480033,180.8978417,20.39640306,0.298303022,69.30014977,0,64.71499277,13.35447928,12.96049821,0,35.7437947,0,1040.548039,574.2153931,721.8484374,71.88805192,63.22570658,8.568288803,13.42371763,0,2078.467626,0,1941.136691,400.1798561,388.3453237,0,1071.769784,0,52.14855641,-1.779000044,60.25436967,20.95692915,29.82098706,0.034841728,9.859899758,0
535,BP 110/02 (717221),ZSK 70.5,22010841,10:39,77.89,2.73,20.28,43.32,15.11.2022 03:40:00,16.11.2022 04:20:00,11/15/2022 10:39,179.9538462,180.0076923,169.9989011,140.0395604,139.9791209,139.9967033,194.0505495,165.8351648,99.97032967,175.278022,157.4131868,0,0,0,180,180,170,140,140,140,180,162,100,150,140,0,0,0,807.9867674,808.0008545,400.0811358,93.34913971,298.532625,3.999328598,8.004878715,4.000426413,0,0,400.0799866,93.35990143,298.5596619,3.999995947,8.001290321,3.999995947,0,0,363.3120879,365,76.63626374,203.0648352,175.0054945,3.692307692,54.65714121,26.51912014,47.40769053,6.183516314,16.72659239,31.01362526,0,0,731.88582,350.9912666,630.3875397,64.87469114,47.82149447,13.03802429,94.3487854,65.54180908,1638.505495,795.2417582,1421.527473,383.4285714,501.5164835,930.5494505,0,0,47.42389696,46.87127468,53.09712789,15.28027256,26.48349519,7.522945467,0,0
536,BP 110/02 (717221),ZSK 70.8,22010830,9:40,74.71,4.37,22.58,50.27,16.11.2022 12:15:00,17.11.2022 12:20:00,11/17/2022 9:40,179.1000003,169.9777781,155.0531748,145.0404761,145.5714282,144.9682541,130.8182537,140.1142855,90.94523833,18.93492051,18.69206336,0,0,0,180,170,155,145,145,145,130,140,90,18,18,0,0,0,1208.250161,1208.199951,721.2174067,0,464.4298958,9.605381178,8.200350504,0,4.799688854,0,721.2000122,0,464.3999939,9.600000381,8.199999809,0,4.800000191,0,534.9304199,535,89.46742467,181.1365078,18.51269843,0.509006648,69.56543611,0,67.72314162,14.54437218,12.79537301,0,36.04181598,0,1036.558088,574.2153931,686.9251612,65.8199148,64.03996564,8.568288803,13.31947473,0,2086.420635,0,2031.277778,435.8809524,383.3968254,0,1080.753968,0,52.73317694,-1.779000044,58.98269317,17.46118332,30.57908876,0.004730159,8.334603571,0
537,BP 110/02 (717221),ZSK 70.9,22010841,12:39,78.36,2.89,19.29,41.52,16.11.2022 12:15:00,17.11.2022 12:20:00,11/16/2022 12:39,184.1971425,178.6657151,169.8895239,139.9657144,140.0561909,140.2171432,180.0304749,159.8057146,100.0314287,180.4019047,168.6847626,0,0,0,180,180,170,140,140,140,180,160,100,150,140,0,0,0,708.0137068,708,350.5007647,82.02470296,261.4635684,3.504682159,7.009555349,3.506671224,0,0,350.4950256,82.01583862,261.4692993,3.504950523,7.009901047,3.504950523,0,0,364.8726981,365,74.20521763,24.19428609,215.3771436,21.23401669,32.30610907,7.082724921,44.68381729,4.478569816,15.17439012,9.015524419,0,0,1085.045757,1158.285956,585.3293219,78.23457213,46.19991386,38.83815515,37.6777153,35.05073547,968.6666667,211.9142857,1340.047619,133.8666667,454.7142857,270.0285714,0,0,55.23337388,36.34913492,49.57531666,14.01057211,32.70019208,7.157495567,0,0.429552398
538,BP 110/02 (717221),ZSK 70.8,22010830,14:15,74.7,4.47,22.54,50.3,16.11.2022 12:15:00,17.11.2022 12:20:00,11/16/2022 14:15,178.940288,169.8517982,155.1237409,145.0935252,145.605036,145.06259,130.736691,140.0928055,90.91007211,17.32302163,15.82949642,0,0,0,180,170,155,145,145,145,130,140,90,18,18,0,0,0,1208.325079,1208.199951,721.2020031,0,464.5328885,9.603313961,8.200294399,0,4.800066975,0,721.2000122,0,464.3999939,9.600000381,8.199999809,0,4.800000191,0,534.9438125,535,89.57577493,181.093525,15.4467626,0.512506652,64.80692478,0,64.62757863,13.60820191,12.89769702,0,35.88446959,0,1112.763303,574.2153931,719.8031937,70.35560366,63.51703205,8.568288803,13.3897423,0,1943.669065,0,1938.381295,407.7194245,386.4676259,0,1076.043165,0,51.79008857,-1.779000044,59.12471519,18.29199367,30.95257711,0.000568345,9.267532815,0
539,BP 110/02 (717221),ZSK 70.8,22010831,7:00,75.1,4.26,22.05,49.06,17.11.2022 12:20:00,18.11.2022 13:30:00,11/18/2022 7:00,180.4064285,169.8500003,154.9671424,144.9178574,145.5414288,145.0164286,130.8100005,140.1514281,90.84357153,15.05642869,15.02428581,0,0,0,180,170,155,145,145,145,130,140,90,18,18,0,0,0,1208.232604,1208.199951,721.2054866,0,464.4129695,9.599655819,8.199602263,0,4.800048304,0,721.2000122,0,464.3999939,9.600000381,8.199999809,0,4.800000191,0,534.9332101,535,89.54950823,181.1957146,14.58214309,0.559120781,69.51152393,0,59.07776639,14.35819721,12.07814516,0,36.49193249,0,1037.597156,574.2153931,789.2020826,66.90438685,67.95030959,8.568288803,13.16196476,0,2084.942857,0,1771.892857,430.2285714,361.8,0,1094.25,0,52.0632382,-1.779000044,59.35929574,17.57530796,32.18534449,-0.019914287,7.843807503,0
540,BP 110/02 (717221),ZSK 70.4,22010843,7:02,77.16,3.41,19.31,42.54,17.11.2022 12:20:00,18.11.2022 13:30:00,11/18/2022 7:02,180.1321429,179.9047619,193.9678571,145.9916667,146.4714286,139.9952381,180.0261905,159.9619048,100.0142857,166.4595238,150.2142857,0,0,0,180,180,170,140,140,140,180,160,100,150,141,0,0,0,808.0397041,808.0076904,400.0858321,93.34770947,298.5932319,4.001007892,8.012192556,3.998320756,0,0,400.0838013,93.36089325,298.5628662,3.999999762,8.00007534,4.00003767,0,0,364.8285714,365,74.05595238,19.53571429,217.377381,5.155952381,41.50523613,17.46166583,49.51856995,8.44095187,37.01618849,46.63618878,0,0,963.6289339,533.6533886,604.0608695,45.3414184,21.56238983,8.57774873,250,96.19335938,1244.464286,523.202381,1485.059524,253.7261905,1109.797619,1398.5,0,0,47.28073147,47.39576294,53.09084756,18.49841363,21.16092459,9.333531107,0,0
541,BP 110/02 (717221),ZSK 70.5,22010843,7:03,76.41,3.71,20.79,45.76,17.11.2022 12:20:00,18.11.2022 13:30:00,11/18/2022 7:03,180.0087912,179.9989011,169.9747253,139.9538462,139.9725275,140.3318681,194.5549451,164.5637363,99.98901099,175.2131868,157.0626374,0,0,0,180,180,170,140,140,140,182,160,100,150,140,0,0,0,808.0122775,808.0008545,400.082757,93.34438299,298.5733019,4.000481511,7.999016353,4.002201615,0,0,400.0799866,93.35990143,298.5596619,3.999995947,8.001290321,3.999995947,0,0,363.6901099,365,77.45054945,203.2087912,174.678022,3.96043956,54.51955875,26.55164723,47.68021804,6.512527225,16.16131789,29.7995595,0,0,733.8366874,351.171989,625.9419334,59.61159792,48.565012,13.38704417,94.3487854,65.54180908,1634.945055,796,1429.725275,404.032967,484.7692308,892.978022,0,0,47.2922847,46.77943798,54.40412316,18.21489284,16.36572911,8.555933041,0,0
542,BP 110/02 (717221),ZSK 70.9,22010841,18:00,77.37,3.4,21.54,46.35,21.11.2022 09:00:00,21.11.2022 20:15:00,11/21/2022 18:00,184.9326384,184.8506946,169.9243046,144.7770828,144.9555552,144.7923609,165.0402777,154.7701387,99.93055556,177.3756906,165.8583331,0,0,0,185,185,170,145,145,145,165,155,100,150,140,0,0,0,808.0121693,808.000061,480.8261388,0,309.5923076,6.396029174,0,3.196207267,0,7.99806569,480.7999878,0,309.6000061,6.400000095,0,3.200000048,0,7.999999523,359.8546346,360,83.79241943,19.3458333,209.7590278,23.24068055,48.00940922,0,51.77623428,8.084871507,0,7.944201214,0,22.75004458,1001.618376,1177.522949,598.0360413,79.34623109,45.58484268,40.41854999,37.6777153,35.19185713,1439.729167,0,1552.840278,242.1041667,0,237.9305556,0,681.9305556,54.91908601,55.71646815,42.24086997,18.3900911,28.03145297,8.894347664,0,38.94696013
543,BP 110/02 (717221),ZSK 70.9,22010843,11:19,77.76,3.13,20.5,44.12,21.11.2022 09:00:00,21.11.2022 20:15:00,11/21/2022 11:19,185.3337927,185.0634485,169.8944825,144.9675861,144.9937936,144.9103445,165.0613792,154.308966,100.0593105,177.5662068,166.3841382,0,0,0,185,185,170,145,145,145,165,155,100,150,140,0,0,0,807.96098,808.000061,480.7833738,0,309.5732373,6.401116493,0,3.200881292,0,8.001331185,480.7999878,0,309.6000061,6.400000095,0,3.200000048,0,7.999999523,359.8610924,360,83.03007139,22.46827574,210.0565518,22.6682232,47.7571725,0,52.91093219,7.774235975,0,7.931500691,0,22.74137563,1006.978787,1177.522949,585.1351196,82.31172643,45.58484268,40.39053003,37.6777153,35.17189839,1432.234483,0,1586.793103,232.7655172,0,237.4206897,0,681.7103448,55.06794057,55.76798906,42.97410534,15.62598697,28.0400705,8.580172802,0,38.63438126
544,BP 110/02 (717221),ZSK 70.8,22010831,18:00,74.43,4.51,22.35,50.14,21.11.2022 09:00:00,21.11.2022 20:15:00,11/21/2022 18:00,180.2330986,170.0478873,154.9992955,144.9781686,145.5197179,144.9816904,130.783098,140.0732394,90.96549322,13.68098595,14.16901403,0,0,0,180,170,155,145,145,145,130,140,90,18,18,0,0,0,1208.090138,1208.199951,721.1926459,0,464.3281319,9.598210389,8.196618114,0,4.796910068,0,721.2000122,0,464.3999939,9.600000381,8.199999809,0,4.800000191,0,534.9408217,535,89.91824728,181.1429581,13.94154927,0.348190126,69.43066197,0,60.12372205,13.17269909,13.37140635,0,31.59697162,0,1038.782411,574.2153931,774.4383029,73.11425631,61.5495606,8.568288803,15.30055918,0,2082.443662,0,1803.28169,394.7323944,400.6619718,0,947.3521127,0,52.66929839,-1.779000044,57.95984792,19.90714889,28.77795213,-0.012394367,7.738444016,0
545,BP 110/02 (717221),ZSK 70.9,22010844,18:00,73.61,4.75,23.35,52.52,21.11.2022 09:00:00,21.11.2022 20:15:00,11/21/2022 18:00,184.9326384,184.8506946,169.9243046,144.7770828,144.9555552,144.7923609,165.0402777,154.7701387,99.93055556,177.3756906,165.8583331,0,0,0,185,185,170,145,145,145,165,155,100,150,140,0,0,0,808.0121693,808.000061,480.8261388,0,309.5923076,6.396029174,0,3.196207267,0,7.99806569,480.7999878,0,309.6000061,6.400000095,0,3.200000048,0,7.999999523,359.8546346,360,83.79241943,19.3458333,209.7590278,23.24068055,48.00940922,0,51.77623428,8.084871507,0,7.944201214,0,22.75004458,1001.618376,1177.522949,598.0360413,79.34623109,45.58484268,40.41854999,37.6777153,35.19185713,1439.729167,0,1552.840278,242.1041667,0,237.9305556,0,681.9305556,54.91908601,55.71646815,42.24086997,18.3900911,28.03145297,8.894347664,0,38.94696013
